,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price_lakhs,Status,Transaction,Type,Per_Sqft
843,527.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,35.0,Ready_to_move,Resale,Builder_Floor,
845,1000.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,62.0,Ready_to_move,Resale,Builder_Floor,
846,450.0,1,1.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,25.0,Ready_to_move,New_Property,Builder_Floor,
847,600.0,2,2.0,Semi-Furnished,Mahavir Enclave,1.0,30.0,Ready_to_move,New_Property,Apartment,
848,950.0,3,2.0,Furnished,Mahavir Enclave Part 1,1.0,60.0,Ready_to_move,New_Property,Builder_Floor,
849,855.0,3,2.0,Unfurnished,Mahavir Enclave Part 1,1.0,48.0,Ready_to_move,Resale,Apartment,
850,770.0,2,2.0,Semi-Furnished,Mahavir Enclave,1.0,37.9,Ready_to_move,New_Property,Builder_Floor,4922.0
851,810.0,3,2.0,Semi-Furnished,Mahavir Enclave,1.0,42.0,Ready_to_move,New_Property,Apartment,4922.0
852,710.0,2,2.0,Unfurnished,Mahavir Enclave,1.0,29.0,Ready_to_move,Resale,Apartment,4922.0
853,950.0,3,2.0,Unfurnished,Mahavir Enclave Part 1,1.0,50.0,Ready_to_move,Resale,Builder_Floor,4922.0
854,450.0,1,1.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,21.0,Ready_to_move,New_Property,Builder_Floor,4922.0
855,500.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,32.0,Ready_to_move,Resale,Apartment,4922.0
856,600.0,2,1.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,30.0,Ready_to_move,Resale,Apartment,4922.0
857,420.0,1,1.0,Unfurnished,Mahavir Enclave Part 1,1.0,23.0,Ready_to_move,Resale,Builder_Floor,4922.0
858,900.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,59.0,Almost_ready,New_Property,Builder_Floor,6556.0
859,945.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,55.0,Ready_to_move,Resale,Apartment,5820.0
861,450.0,2,1.0,Semi-Furnished,Mahavir Enclave Part 3,1.0,17.0,Ready_to_move,Resale,Apartment,3778.0
862,430.0,1,1.0,Unfurnished,Mahavir Enclave,1.0,18.5,Ready_to_move,New_Property,Builder_Floor,3778.0
863,550.0,2,2.0,Unfurnished,Mahavir Enclave,1.0,23.0,Ready_to_move,Resale,Builder_Floor,3778.0
864,810.0,3,2.0,Furnished,Mahavir Enclave,1.0,38.0,Ready_to_move,Resale,Builder_Floor,42222.0
865,720.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,45.0,Ready_to_move,Resale,Builder_Floor,42222.0
866,360.0,2,1.0,Semi-Furnished,Mahavir Enclave,1.0,22.0,Ready_to_move,New_Property,Apartment,42222.0
867,820.0,3,2.0,Semi-Furnished,Mahavir Enclave,1.0,52.0,Ready_to_move,Resale,Builder_Floor,42222.0
868,459.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 3,1.0,22.0,Ready_to_move,Resale,Builder_Floor,43137.0
873,559.7228,2,2.0,Furnished,Narela,3.0,28.5,Ready_to_move,Resale,Apartment,5092.0
874,350.0,1,1.0,Unfurnished,Narela,3.0,25.0,Ready_to_move,Resale,Apartment,7143.0
875,365.0,1,1.0,Unfurnished,Narela,39.0,35.0,Ready_to_move,Resale,Apartment,7143.0
876,390.0,1,1.0,Unfurnished,Narela,39.0,20.0,Ready_to_move,Resale,Apartment,5128.0
877,350.0,1,1.0,Unfurnished,Narela,39.0,30.0,Ready_to_move,Resale,Apartment,5128.0
878,210.0,1,1.0,Semi-Furnished,Narela,39.0,20.0,Ready_to_move,New_Property,Apartment,5128.0
879,50.0,1,1.0,Unfurnished,Narela,39.0,35.0,Ready_to_move,New_Property,Apartment,5128.0
880,500.0,1,1.0,Unfurnished,Narela,39.0,18.0,Ready_to_move,Resale,Apartment,3600.0
881,350.0,1,1.0,Unfurnished,Narela,39.0,16.0,Ready_to_move,Resale,Apartment,4571.0
882,379.0,1,1.0,Unfurnished,Narela,1.0,16.0,Ready_to_move,Resale,Builder_Floor,4221.0
883,236.8058,1,1.0,Unfurnished,Narela,1.0,20.0,Ready_to_move,Resale,Apartment,4221.0
884,445.0,1,1.0,Unfurnished,Narela Mandi,1.0,15.0,Ready_to_move,Resale,Apartment,4221.0
886,350.0,1,1.0,Unfurnished,Narela,1.0,14.9,Ready_to_move,New_Property,Apartment,4270.0
887,437.0,1,1.0,Furnished,Narela,1.0,35.0,Ready_to_move,New_Property,Apartment,4270.0
888,61.0,3,3.0,Unfurnished,Narela,1.0,40.0,Ready_to_move,Resale,Apartment,4270.0
889,495.0,2,2.0,Unfurnished,Narela,1.0,17.5,Ready_to_move,Resale,Builder_Floor,4270.0
890,900.0,2,2.0,Unfurnished,Narela Sector A9,1.0,46.0,Ready_to_move,Resale,Apartment,4270.0
891,350.0,1,1.0,Semi-Furnished,Narela,1.0,18.0,Ready_to_move,Resale,Builder_Floor,5143.0
892,585.0,2,2.0,Unfurnished,Narela,1.0,19.0,Ready_to_move,Resale,Builder_Floor,3248.0
893,198.0,1,1.0,Furnished,Narela Sector A5,1.0,10.0,Ready_to_move,Resale,Apartment,5051.0
894,4900.0,1,1.0,Unfurnished,Narela,1.0,10.0,Ready_to_move,New_Property,Apartment,5051.0
895,2077.4327,1,1.0,Unfurnished,Narela,1.0,10.0,Ready_to_move,Resale,Builder_Floor,5051.0
896,50.0,1,1.0,Semi-Furnished,Narela,1.0,35.0,Ready_to_move,New_Property,Apartment,5051.0
897,990.0,3,2.0,Furnished,Narela,1.0,50.0,Ready_to_move,Resale,Builder_Floor,5051.0
898,425.0,1,1.0,Unfurnished,Narela,1.0,22.0,Ready_to_move,Resale,Apartment,5176.0
899,750.0,2,2.0,Unfurnished,Malviya Nagar,,130.0,Almost_ready,New_Property,Builder_Floor,
900,1400.0,3,3.0,Semi-Furnished,Malviya Nagar,2.0,340.0,Ready_to_move,New_Property,Builder_Floor,
901,3600.0,4,4.0,Semi-Furnished,Malviya Nagar,3.0,600.0,Ready_to_move,New_Property,Builder_Floor,
902,3000.0,4,5.0,Semi-Furnished,Malviya Nagar,4.0,745.0,Ready_to_move,New_Property,Builder_Floor,
903,2750.0,4,5.0,Unfurnished,Malviya Nagar,2.0,750.0,Almost_ready,New_Property,Builder_Floor,
904,2050.0,4,4.0,Semi-Furnished,Malviya Nagar,2.0,625.0,Ready_to_move,New_Property,Builder_Floor,
906,850.0,2,2.0,Unfurnished,Malviya Nagar,2.0,85.0,Ready_to_move,Resale,Builder_Floor,14888.0
907,750.0,2,2.0,Unfurnished,Malviya Nagar,2.0,115.0,Almost_ready,New_Property,Builder_Floor,14888.0
909,800.0,2,2.0,Semi-Furnished,Malviya Nagar,1.0,120.0,Ready_to_move,New_Property,Builder_Floor,14888.0
910,550.0,2,2.0,Semi-Furnished,Malviya Nagar,2.0,107.0,Ready_to_move,Resale,Builder_Floor,14888.0
911,700.0,2,2.0,Semi-Furnished,Malviya Nagar,1.0,90.0,Ready_to_move,Resale,Apartment,14888.0
912,2316.0,3,4.0,Furnished,Malviya Nagar,1.0,1000.0,Ready_to_move,Resale,Builder_Floor,14888.0
913,900.0,3,2.0,Semi-Furnished,Malviya Nagar,1.0,62.0,Ready_to_move,Resale,Apartment,14888.0
914,100.0,3,2.0,Semi-Furnished,Malviya Nagar,1.0,170.0,Ready_to_move,Resale,Builder_Floor,14888.0
916,1500.0,2,2.0,Semi-Furnished,Malviya Nagar,3.0,130.0,Ready_to_move,New_Property,Builder_Floor,14888.0
917,650.0,3,2.0,Unfurnished,Malviya Nagar,3.0,42.0,Ready_to_move,Resale,Builder_Floor,14888.0
918,2000.0,4,4.0,Semi-Furnished,Malviya Nagar,2.0,360.0,Ready_to_move,New_Property,Builder_Floor,14888.0
919,500.0,1,1.0,Unfurnished,Malviya Nagar,2.0,23.0,Ready_to_move,Resale,Apartment,14888.0
920,1125.0,2,2.0,Unfurnished,Malviya Nagar,2.0,81.0,Ready_to_move,Resale,Builder_Floor,7200.0
921,1300.0,3,3.0,Semi-Furnished,Malviya Nagar,1.0,100.0,Ready_to_move,Resale,Builder_Floor,7200.0
922,2500.0,4,5.0,Unfurnished,Malviya Nagar,1.0,625.0,Ready_to_move,New_Property,Builder_Floor,7200.0
923,2200.0,4,5.0,Semi-Furnished,Malviya Nagar,2.0,650.0,Ready_to_move,New_Property,Builder_Floor,7200.0
924,1290.0,3,2.0,Semi-Furnished,Malviya Nagar,2.0,200.0,Ready_to_move,Resale,Builder_Floor,7200.0
925,2250.0,4,4.0,Semi-Furnished,Malviya Nagar,2.0,575.0,Ready_to_move,New_Property,Builder_Floor,7200.0
926,1350.0,3,3.0,Semi-Furnished,Malviya Nagar,2.0,300.0,Ready_to_move,New_Property,Builder_Floor,7200.0
927,1400.0,3,3.0,Semi-Furnished,Malviya Nagar,1.0,300.0,Ready_to_move,New_Property,Builder_Floor,21429.0
928,1700.0,3,3.0,Unfurnished,Malviya Nagar,2.0,300.0,Ready_to_move,New_Property,Builder_Floor,21429.0
929,450.0,1,1.0,Unfurnished,Dilshad Garden,,33.0,Ready_to_move,Resale,Apartment,
930,750.0,2,1.0,Unfurnished,Dilshad Garden,,73.5,Ready_to_move,Resale,Apartment,
932,400.0,1,1.0,Semi-Furnished,Dilshad Garden,1.0,35.0,Ready_to_move,Resale,Apartment,
933,650.0,2,2.0,Unfurnished,Dilshad Garden,1.0,65.0,Ready_to_move,Resale,Builder_Floor,
934,900.0,2,2.0,Furnished,Dilshad Garden,2.0,69.0,Ready_to_move,Resale,Builder_Floor,7666.0
935,400.0,1,1.0,Unfurnished,Dilshad Garden,1.0,36.0,Ready_to_move,Resale,Builder_Floor,7666.0
936,900.0,3,2.0,Semi-Furnished,Dilshad Garden,2.0,135.0,Ready_to_move,Resale,Apartment,7666.0
937,1000.0,3,2.0,Furnished,Dilshad Garden,1.0,92.0,Ready_to_move,Resale,Apartment,9200.0
938,405.0,1,1.0,Unfurnished,Dilshad Garden,1.0,25.0,Ready_to_move,Resale,Apartment,9200.0
939,1700.0,3,2.0,Furnished,Dilshad Garden,1.0,170.0,Ready_to_move,Resale,Apartment,9200.0
940,800.0,3,2.0,Semi-Furnished,Dilshad Garden,1.0,90.3,Ready_to_move,Resale,Apartment,9200.0
941,1076.39,3,2.0,Unfurnished,Dilshad Garden,10.0,93.0,Ready_to_move,Resale,Builder_Floor,8640.0
942,750.0,2,1.0,Semi-Furnished,Dilshad Garden,2.0,65.0,Ready_to_move,New_Property,Apartment,8640.0
943,460.0,2,1.0,Unfurnished,Dilshad Garden,2.0,33.0,Ready_to_move,Resale,Builder_Floor,8640.0
944,370.0,1,1.0,Unfurnished,Dilshad Garden,2.0,24.0,Ready_to_move,Resale,Builder_Floor,6486.0
945,1800.0,3,3.0,Semi-Furnished,Dilshad Garden,1.0,150.0,Ready_to_move,New_Property,Builder_Floor,8333.0
946,1080.0,3,1.0,Unfurnished,Dilshad Garden,1.0,70.0,Ready_to_move,New_Property,Apartment,8333.0
947,350.0,1,1.0,Unfurnished,Dilshad Garden,1.0,42.0,Ready_to_move,Resale,Apartment,12000.0
948,500.0,2,1.0,Furnished,Dilshad Garden,1.0,58.0,Ready_to_move,Resale,Apartment,12000.0
949,900.0,3,2.0,Semi-Furnished,Dilshad Garden,1.0,48.0,Ready_to_move,Resale,Apartment,12000.0
950,800.0,2,2.0,Semi-Furnished,Dilshad Garden,1.0,75.0,Ready_to_move,Resale,Apartment,9375.0
951,350.0,1,1.0,Unfurnished,Dilshad Garden,1.0,30.0,Ready_to_move,Resale,Apartment,9375.0
952,430.556,1,1.0,Unfurnished,Dilshad Garden,1.0,43.0,Ready_to_move,Resale,Apartment,9375.0
953,500.0,1,1.0,Semi-Furnished,Dilshad Garden,1.0,26.0,Ready_to_move,Resale,Builder_Floor,5200.0
954,1450.0,2,2.0,Unfurnished,Dilshad Garden,1.0,70.0,Ready_to_move,Resale,Apartment,5200.0
955,800.0,2,2.0,Unfurnished,Dilshad Garden,1.0,60.0,Ready_to_move,Resale,Builder_Floor,7500.0
956,1000.0,2,2.0,Semi-Furnished,Dilshad Garden,1.0,67.0,Ready_to_move,Resale,Apartment,6700.0
957,1000.0,3,3.0,Furnished,Dilshad Garden,1.0,95.0,Ready_to_move,Resale,Apartment,9500.0
958,1600.0,3,2.0,Semi-Furnished,Dilshad Garden,1.0,170.0,Ready_to_move,Resale,Apartment,10625.0
959,900.0,2,2.0,Semi-Furnished,Vasundhara Enclave,,80.0,Ready_to_move,Resale,Apartment,
960,1500.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,120.0,Ready_to_move,Resale,Apartment,
961,1050.0,2,2.0,Semi-Furnished,Vasundhara Enclave,1.0,90.0,Ready_to_move,Resale,Apartment,
962,1300.0,3,2.0,Semi-Furnished,Vasundhara Enclave,2.0,115.0,Ready_to_move,Resale,Apartment,
965,1350.0,4,4.0,Semi-Furnished,Vasundhara Enclave,1.0,105.0,Ready_to_move,Resale,Apartment,
966,1000.0,3,2.0,Furnished,Vasundhara Enclave,2.0,120.0,Ready_to_move,Resale,Apartment,
967,1400.0,3,2.0,Unfurnished,Vasundhara Enclave,1.0,110.0,Ready_to_move,Resale,Apartment,
968,975.0,3,2.0,Semi-Furnished,Vasundhara Enclave,1.0,120.0,Ready_to_move,Resale,Apartment,
969,900.0,2,2.0,Unfurnished,Vasundhara Enclave,114.0,90.0,Ready_to_move,Resale,Apartment,
970,1100.0,2,2.0,Semi-Furnished,Vasundhara Enclave,114.0,100.0,Ready_to_move,Resale,Apartment,
971,950.0,2,2.0,Unfurnished,Vasundhara Enclave,114.0,81.0,Ready_to_move,Resale,Apartment,
972,1300.0,3,3.0,Furnished,Vasundhara Enclave,1.0,92.0,Ready_to_move,Resale,Apartment,
973,1459.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,142.0,Ready_to_move,Resale,Apartment,
974,1000.0,2,2.0,Semi-Furnished,Vasundhara Enclave,1.0,75.0,Ready_to_move,Resale,Apartment,
975,1100.0,2,2.0,Semi-Furnished,Vasundhara Enclave,1.0,95.0,Ready_to_move,Resale,Apartment,
976,1450.0,3,2.0,Furnished,Vasundhara Enclave,1.0,140.0,Ready_to_move,Resale,Apartment,9655.0
977,1450.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,116.0,Ready_to_move,Resale,Apartment,9655.0
978,1150.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,120.0,Ready_to_move,Resale,Apartment,9655.0
979,780.0,2,2.0,Semi-Furnished,Vasundhara Enclave,1.0,75.0,Ready_to_move,Resale,Apartment,9655.0
980,1300.0,3,2.0,Semi-Furnished,Vasundhara Enclave,2.0,98.0,Ready_to_move,Resale,Apartment,9655.0
981,1350.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,120.0,Ready_to_move,Resale,Apartment,9655.0
982,1200.0,3,2.0,Semi-Furnished,Vasundhara Enclave,1.0,125.0,Ready_to_move,Resale,Apartment,9655.0
983,1460.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,165.0,Ready_to_move,Resale,Apartment,9655.0
984,1460.0,3,3.0,Unfurnished,Vasundhara Enclave,1.0,120.0,Ready_to_move,Resale,Apartment,9655.0
985,1100.0,2,2.0,Unfurnished,Vasundhara Enclave,1.0,72.0,Ready_to_move,Resale,Apartment,9655.0
986,1500.0,3,3.0,Furnished,Vasundhara Enclave,2.0,150.0,Ready_to_move,Resale,Apartment,10000.0
987,1050.0,2,2.0,Semi-Furnished,Vasundhara Enclave,1.0,100.0,Ready_to_move,Resale,Apartment,10000.0
988,1350.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,110.0,Ready_to_move,Resale,Apartment,10000.0
989,1500.0,2,2.0,Furnished,Okhla,2.0,247.0,Almost_ready,New_Property,Apartment,16466.0
990,976.0,2,2.0,Furnished,Okhla,2.0,249.0,Almost_ready,New_Property,Apartment,25512.0
991,540.0,2,1.0,Semi-Furnished,Okhla,1.0,36.0,Ready_to_move,New_Property,Builder_Floor,25512.0
992,450.0,1,1.0,Semi-Furnished,Okhla,1.0,17.0,Ready_to_move,New_Property,Builder_Floor,25512.0
993,900.0,2,2.0,Unfurnished,Okhla,1.0,110.0,Ready_to_move,Resale,Apartment,25512.0
994,2500.0,4,4.0,Semi-Furnished,Okhla,2.0,750.0,Ready_to_move,Resale,Builder_Floor,30000.0
995,979.5149,2,2.0,Unfurnished,Okhla Phase 1,1.0,248.0,Almost_ready,New_Property,Apartment,30000.0
996,945.0,2,2.0,Semi-Furnished,Okhla Phase 1,1.0,249.0,Almost_ready,New_Property,Apartment,30000.0
997,976.0,2,2.0,Unfurnished,Okhla Phase 1,2.0,249.0,Almost_ready,New_Property,Apartment,30000.0
998,1531.0,2,2.0,Unfurnished,Okhla,2.0,259.0,Almost_ready,New_Property,Apartment,16917.0
999,1000.0,2,2.0,Unfurnished,Okhla,2.0,117.0,Ready_to_move,Resale,Builder_Floor,16917.0
1000,750.0,3,2.0,Furnished,Okhla,2.0,135.0,Ready_to_move,Resale,Apartment,16917.0
1001,900.0,3,2.0,Furnished,Okhla,1.0,55.0,Ready_to_move,Resale,Builder_Floor,16917.0
1002,1512.0,2,2.0,Unfurnished,Okhla,1.0,300.0,Almost_ready,New_Property,Apartment,19841.0
1003,35.0,3,2.0,Semi-Furnished,Okhla,2.0,49.5,Ready_to_move,Resale,Apartment,19841.0
1004,1500.0,3,2.0,Semi-Furnished,Okhla,1.0,160.0,Ready_to_move,Resale,Apartment,19841.0
1005,2907.0,4,4.0,Semi-Furnished,Okhla,1.0,300.0,Ready_to_move,Resale,Apartment,10320.0
1006,2210.0,4,3.0,Semi-Furnished,Okhla,1.0,410.0,Ready_to_move,Resale,Builder_Floor,10320.0
1007,750.0,2,2.0,Semi-Furnished,Okhla,1.0,38.0,Ready_to_move,Resale,Builder_Floor,10320.0
1008,2518.7526,4,5.0,Unfurnished,Okhla Phase 1,2.0,689.0,Almost_ready,New_Property,Apartment,10320.0
1009,588.0,2,2.0,Unfurnished,Okhla,2.0,18.0,Ready_to_move,New_Property,Apartment,10320.0
1010,540.0,2,1.0,Unfurnished,New Friends Colony,2.0,15.0,Ready_to_move,Resale,Builder_Floor,2778.0
1011,1100.0,3,3.0,Semi-Furnished,Okhla,2.0,125.0,Ready_to_move,Resale,Apartment,2778.0
1012,550.0,2,1.0,Semi-Furnished,Okhla,2.0,16.0,Ready_to_move,Resale,Apartment,2778.0
1013,750.0,3,2.0,Semi-Furnished,Okhla,1.0,24.0,Ready_to_move,Resale,Builder_Floor,2778.0
1014,1260.0,3,2.0,Semi-Furnished,Okhla,1.0,70.0,Ready_to_move,Resale,Builder_Floor,5556.0
1015,675.0,2,2.0,Unfurnished,Okhla,1.0,31.0,Ready_to_move,Resale,Builder_Floor,5556.0
1016,810.0,2,2.0,Semi-Furnished,Okhla,1.0,145.0,Ready_to_move,Resale,Apartment,5556.0
1017,3150.0,4,5.0,Semi-Furnished,Okhla,3.0,615.0,Ready_to_move,New_Property,Builder_Floor,5556.0
1018,2000.0,4,4.0,Semi-Furnished,Okhla,1.0,275.0,Ready_to_move,Resale,Builder_Floor,5556.0
1019,1775.0,3,3.0,Semi-Furnished,Karol Bagh,1.0,255.0,Almost_ready,New_Property,Apartment,14366.0
1020,1135.0,3,3.0,Furnished,Karol Bagh,2.0,250.0,Almost_ready,Resale,Apartment,14366.0
1021,1252.0,2,2.0,Semi-Furnished,Karol Bagh,1.0,185.0,Almost_ready,New_Property,Apartment,14776.0
1022,2000.0,4,4.0,Semi-Furnished,Karol Bagh,1.0,397.0,Almost_ready,New_Property,Apartment,14776.0
1023,530.0,4,1.0,Semi-Furnished,Karol Bagh,1.0,68.0,Ready_to_move,Resale,Apartment,14776.0
1025,1017.0,3,3.0,Semi-Furnished,Karol Bagh,1.0,220.0,Ready_to_move,New_Property,Apartment,14776.0
1026,1775.0,3,3.0,Semi-Furnished,Karol Bagh,1.0,255.0,Almost_ready,New_Property,Apartment,14366.0
1027,987.0,2,2.0,Semi-Furnished,Karol Bagh,1.0,170.0,Ready_to_move,New_Property,Apartment,14366.0
1028,1912.0,3,3.0,Semi-Furnished,Karol Bagh,1.0,275.0,Almost_ready,New_Property,Apartment,14382.0
1029,5236.0,5,7.0,Unfurnished,Karol Bagh,3.0,737.0,Almost_ready,New_Property,Apartment,14092.0
1030,2805.0,4,4.0,Unfurnished,Karol Bagh,2.0,523.0,Almost_ready,Resale,Apartment,14092.0
1032,1280.0,3,3.0,Furnished,Karol Bagh,2.0,150.0,Ready_to_move,Resale,Builder_Floor,14092.0
1033,1775.0,3,3.0,Semi-Furnished,Karol Bagh,1.0,255.0,Almost_ready,New_Property,Apartment,14366.0
1034,675.0,2,2.0,Semi-Furnished,Karol Bagh,1.0,100.0,Ready_to_move,Resale,Builder_Floor,14815.0
1035,576.0,2,2.0,Unfurnished,Karol Bagh,1.0,50.0,Ready_to_move,Resale,Apartment,14815.0
1036,1206.0,3,3.0,Semi-Furnished,Karol Bagh,1.0,200.0,Ready_to_move,Resale,Builder_Floor,16584.0
1038,345.0,1,1.0,Semi-Furnished,Karol Bagh,1.0,55.0,Ready_to_move,Resale,Builder_Floor,125984.0
1039,720.0,2,1.0,Semi-Furnished,Karol Bagh,1.0,70.0,Ready_to_move,Resale,Builder_Floor,9722.0
1040,468.0,2,2.0,Unfurnished,Karol Bagh,1.0,41.0,Ready_to_move,Resale,Builder_Floor,8761.0
1043,535.0,2,1.0,Furnished,Karol Bagh,1.0,39.0,Ready_to_move,New_Property,Apartment,7290.0
1044,1200.0,3,2.0,Semi-Furnished,Karol Bagh,1.0,145.0,Ready_to_move,Resale,Builder_Floor,7290.0
1045,1501.0,3,2.0,Semi-Furnished,Karol Bagh,1.0,200.0,Almost_ready,Resale,Apartment,13324.0
1046,1135.0,3,3.0,Furnished,Karol Bagh,2.0,245.0,Almost_ready,Resale,Apartment,13324.0
1047,1200.0,3,2.0,Semi-Furnished,Karol Bagh,1.0,209.0,Almost_ready,Resale,Apartment,13324.0
1048,2200.0,3,3.0,Semi-Furnished,Karol Bagh,1.0,431.0,Ready_to_move,New_Property,Apartment,13324.0
1051,1350.0,3,2.0,Unfurnished,Kirti Nagar,1.0,185.0,Ready_to_move,Resale,Apartment,
1052,2300.0,4,5.0,Semi-Furnished,Kirti Nagar,3.0,465.0,Ready_to_move,New_Property,Apartment,
1053,1429.0,3,3.0,Unfurnished,Kirti Nagar,2.0,175.0,Ready_to_move,Resale,Apartment,
1054,2430.0,4,5.0,Semi-Furnished,Kirti Nagar,2.0,425.0,Ready_to_move,Resale,Apartment,
1059,900.0,2,2.0,Semi-Furnished,Kirti Nagar,1.0,67.0,Ready_to_move,Resale,Apartment,12151.0
1061,900.0,3,2.0,Unfurnished,Kirti Nagar,1.0,80.0,Ready_to_move,Resale,Builder_Floor,8889.0
1063,990.0,3,2.0,Unfurnished,Kirti Nagar,2.0,250.0,Ready_to_move,Resale,Apartment,8889.0
1066,1457.0,3,3.0,Unfurnished,Kirti Nagar,1.0,230.0,Ready_to_move,Resale,Apartment,8889.0
1067,1400.0,3,2.0,Semi-Furnished,Kirti Nagar,2.0,175.0,Ready_to_move,Resale,Apartment,8889.0
1071,861.112,2,2.0,Furnished,Kirti Nagar,2.0,50.0,Ready_to_move,Resale,Builder_Floor,5806.0
1074,2659.0,4,5.0,Unfurnished,Kirti Nagar,3.0,435.0,Ready_to_move,Resale,Apartment,10838.0
1075,1550.0,3,2.0,Unfurnished,Kirti Nagar,3.0,195.0,Ready_to_move,Resale,Apartment,10838.0
1077,702.0,3,2.0,Semi-Furnished,Kirti Nagar,2.0,142.0,Ready_to_move,Resale,Apartment,10838.0
1078,1138.0,2,2.0,Semi-Furnished,Kirti Nagar,2.0,135.0,Ready_to_move,New_Property,Apartment,10838.0
1079,1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,210.0,Ready_to_move,New_Property,Builder_Floor,
1080,1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,225.0,Ready_to_move,Resale,Builder_Floor,
1081,1250.0,2,4.0,Semi-Furnished,Sheikh Sarai,1.0,190.0,Ready_to_move,Resale,Builder_Floor,
1082,810.0,3,2.0,Semi-Furnished,Sheikh Sarai Phase 2,1.0,75.0,Ready_to_move,Resale,Builder_Floor,
1083,585.0,2,2.0,Semi-Furnished,Sheikh Sarai,1.0,40.0,Ready_to_move,Resale,Builder_Floor,
1084,1700.0,3,3.0,Unfurnished,Sheikh Sarai,2.0,80.0,Ready_to_move,Resale,Builder_Floor,
1085,1800.0,3,4.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,190.0,Ready_to_move,Resale,Apartment,10556.0
1086,600.0,1,1.0,Unfurnished,Sheikh Sarai Phase 2,2.0,70.0,Ready_to_move,New_Property,Apartment,10556.0
1087,1250.0,3,3.0,Unfurnished,Sheikh Sarai,1.0,58.0,Ready_to_move,New_Property,Builder_Floor,10556.0
1088,600.0,3,2.0,Semi-Furnished,Sheikh Sarai,1.0,80.0,Ready_to_move,Resale,Builder_Floor,10556.0
1089,1600.0,3,4.0,Unfurnished,Sheikh Sarai Phase 1,1.0,188.0,Ready_to_move,Resale,Apartment,10556.0
1090,1100.0,3,2.0,Semi-Furnished,Sheikh Sarai,1.0,60.0,Ready_to_move,New_Property,Builder_Floor,10556.0
1091,450.0,1,1.0,Unfurnished,Sheikh Sarai,1.0,22.0,Ready_to_move,New_Property,Apartment,10556.0
1092,855.0,3,2.0,Semi-Furnished,Sheikh Sarai,1.0,65.0,Ready_to_move,Resale,Builder_Floor,10556.0
1093,1291.668,3,2.0,Unfurnished,Sheikh Sarai Phase 1,1.0,235.0,Ready_to_move,Resale,Apartment,10556.0
1094,1300.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,160.0,Ready_to_move,Resale,Apartment,12307.0
1095,1350.0,3,3.0,Unfurnished,Sheikh Sarai Phase 1,2.0,200.0,Ready_to_move,Resale,Apartment,12307.0
1096,900.0,2,2.0,Unfurnished,Sheikh Sarai Phase 1,2.0,55.0,Ready_to_move,New_Property,Builder_Floor,12307.0
1097,850.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,135.0,Ready_to_move,Resale,Apartment,15882.0
1098,1650.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,225.0,Ready_to_move,Resale,Builder_Floor,15882.0
1099,650.0,2,2.0,Unfurnished,Sheikh Sarai,1.0,38.0,Ready_to_move,Resale,Apartment,15882.0
1101,1250.0,2,1.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,175.0,Ready_to_move,Resale,Apartment,65714.0
1102,1800.0,4,3.0,Furnished,Sheikh Sarai,2.0,55.0,Ready_to_move,New_Property,Builder_Floor,65714.0
1103,1500.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,225.0,Ready_to_move,Resale,Builder_Floor,65714.0
1104,1100.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,125.0,Ready_to_move,Resale,Apartment,11363.0
1105,1400.0,3,2.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,190.0,Ready_to_move,Resale,Apartment,13571.0
1106,1300.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,155.0,Ready_to_move,Resale,Apartment,11923.0
1107,1100.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,135.0,Ready_to_move,Resale,Apartment,12272.0
